Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,TableNumber,ImageNumber,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,119,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,120,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,121,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,122,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,123,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,124,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,125,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,126,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,127,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,128,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,129,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,130,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,131,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,132,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,133,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,134,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,135,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,136,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,137,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,138,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,139,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,140,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,141,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,142,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,143,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,144,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,145,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
1305,Week2_180607_C11_s2_w174B88ABC-6FC9-4287-83DC-330C8A13263D,146,2,2958,Week2_24361,C11,1,taxol,0.3,Microtubule stabilizers
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,0,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,1,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,2,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,3,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,4,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,5,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,6,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,7,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,8,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,9,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,10,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,11,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,12,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,13,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,14,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,15,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,16,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,17,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,18,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,19,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,20,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,21,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,22,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
6,B02_s1_w1FDD9356D-FF65-44C5-8B07-6BEC430F6014,23,4,1,Week4_27481,B02,1,DMSO,0.0,DMSO
